book_info,book_name,book_rate,book_desc,book_url,book_comments
艾米 / 江苏文艺出版社 / 2007-9 / 25.00元,"
                山楂树之恋

                
              ",7.8,明净单纯,https://book.douban.com/subject/2243213/,"(
                    40616人评价
                )"
幾米 / 辽宁教育出版社 / 2002-2 / 32.00元,"
                地下铁

                
              ",8.3,黑暗世界中的点滴亮光,https://book.douban.com/subject/1056733/,"(
                    38971人评价
                )"
唐七公子 / 现代出版社 / 2011-1 / 39.80元,"
                华胥引（全二册）

                
              ",8.6,现实不如梦中的圆满,https://book.douban.com/subject/5916880/,"(
                    37950人评价
                )"
陈忠实 / 人民文学出版社 / 1997年 / 28.00元,"
                白鹿原

                
              ",8.6,中国乡村史诗,https://book.douban.com/subject/1085799/,"(
                    37839人评价
                )"
（日）东野圭吾 / 刘子倩 / 南海出版公司 / 2009年11月 / 19.80元,"
                嫌疑人X的献身

                
              ",9.0,东野说，这是最纯粹的爱情,https://book.douban.com/subject/4117922/,"(
                    36303人评价
                )"
[日] 村上春树 / 林少华 / 上海译文出版社 / 2001-8 / 11.80元,"
                且听风吟

                
              ",7.7,我们通过孤独与世界沟通,https://book.douban.com/subject/1039752/,"(
                    40490人评价
                )"
[苏] 尼·奥斯特洛夫斯基 / 曹缦西 / 译林出版社 / 1996-10 / 20.00元,"
                钢铁是怎样炼成的

                
              ",7.6,激情燃烧的岁月，特殊年代的经典,https://book.douban.com/subject/1013502/,"(
                    40781人评价
                )"
安意如 / 天津教育出版社 / 2006-8 / 23.80元,"
                人生若只如初见

                
                  ",7.3,是“何事秋风悲画扇”，不是西风,https://book.douban.com/subject/1856285/,"(
                    41921人评价
                )"
张爱玲 / 花城出版社 / 1996-06 / 12.80元,"
                红玫瑰与白玫瑰

                
              ",8.4,蚊子血还是饭黏子？,https://book.douban.com/subject/1014278/,"(
                    37633人评价
                )"
天下霸唱 / 安徽文艺出版社 / 2006 / 25.0,"
                鬼吹灯之精绝古城

                
                  ",8.1,盗墓祖师名不虚传,https://book.douban.com/subject/1882933/,"(
                    38040人评价
                )"
[美] 伍绮诗 / 孙璐 / 江苏凤凰文艺出版社 / 2015-7 / 35.00元,"
                无声告白

                
              ",8.2,莉迪亚死了，可他们还不知道,https://book.douban.com/subject/26382433/,"(
                    38017人评价
                )"
（丹麦）安徒生 / 叶君健 / 人民文学出版社 / 1997-08 / 25.00,"
                安徒生童话故事集

                
              ",9.1,远不是童话那么简单,https://book.douban.com/subject/1046209/,"(
                    34852人评价
                )"
鲁迅 / 人民文学出版社 / 1973年3月 / 0.36元,"
                呐喊

                
              ",8.8,新文学的第一声呐喊,https://book.douban.com/subject/1449351/,"(
                    35575人评价
                )"
明晓溪 / 新世界出版社 / 2006-3 / 20.00元,"
                泡沫之夏

                
              ",7.0,霸道总裁爱上我,https://book.douban.com/subject/1596305/,"(
                    41573人评价
                )"
张爱玲 / 北京十月文艺出版社 / 2009-4 / 28.00,"
                小团圆

                
              ",7.6,自传性作品，团圆只存在幻灭之中,https://book.douban.com/subject/3616310/,"(
                    39559人评价
                )"
明晓溪 / 新世界出版社 / 2005-5 / 20.00元,"
                会有天使替我爱你

                
              ",6.8,理想化,https://book.douban.com/subject/1291760/,"(
                    42579人评价
                )"
太宰治 / 许时嘉 / 吉林出版集团有限责任公司 / 2009年9月 / 16.00元,"
                人间失格

                
              ",8.3,令人无从怜悯的绝望,https://book.douban.com/subject/4011670/,"(
                    36786人评价
                )"
落落 / 春风文艺出版社 / 2005-2 / 20.00元,"
                年华是无效信

                
              ",7.6,女生间的微妙友谊,https://book.douban.com/subject/1227838/,"(
                    38897人评价
                )"
[美] 杰克·凯鲁亚克 / 王永年 / 上海译文出版社 / 2006-10 / 28.00元,"
                在路上

                
              ",7.8,我们非去不可，在到达之前，永不停止,https://book.douban.com/subject/1917972/,"(
                    37750人评价
                )"
金庸 / 生活·读书·新知三联书店 / 1999-04 / 47.00元,"
                射雕英雄传（全四册）

                
              ",8.9,侠之大者，为国为民,https://book.douban.com/subject/1044547/,"(
                    31850人评价
                )"
幾米 / 格林 / 2000-2-1 / NT$ 299,"
                月亮忘記了

                
              ",8.5,月明星稀的晚上，看不见的，看见了,https://book.douban.com/subject/1358873/,"(
                    34999人评价
                )"
三毛 / 哈尔滨出版社 / 2003-6 / 15.80元,"
                哭泣的骆驼

                
              ",8.9,沙漠中寻常的生与死,https://book.douban.com/subject/1029111/,"(
                    29441人评价
                )"
当年明月 / 中国友谊出版公司 / 2007-4 / 24.80,"
                明朝那些事儿（叁）

                
                  ",8.9,圣人般的王守仁，大娱乐家朱厚照,https://book.douban.com/subject/2052448/,"(
                    33554人评价
                )"
辛夷坞 / 朝华出版社 / 2007-10 / 25.00元,"
                原来你还在这里

                
              ",7.7,还在的只有回忆,https://book.douban.com/subject/2331434/,"(
                    37288人评价
                )"
〔日〕东野圭吾 / 李炜 / 南海出版公司 / 2009年9月 / 28.00元,"
                幻夜

                
                  ",7.6,《白夜行》续篇，恶的幻夜吞噬一切,https://book.douban.com/subject/4009552/,"(
                    37981人评价
                )"
江南 / 华文出版社 / 2004-1 / 25.00元,"
                此间的少年

                
              ",8.3,象牙塔里的金庸群侠,https://book.douban.com/subject/1020459/,"(
                    34835人评价
                )"
当年明月 / 中国海关出版社 / 2009-4 / 358.20元,"
                明朝那些事儿（1-9）

                
                  ",9.2,不拘一格的历史书写,https://book.douban.com/subject/3674537/,"(
                    32482人评价
                )"
宋鸿兵 编著 / 中信出版社 / 2007-6 / 38.00元,"
                货币战争

                
              ",7.3,无所不能的罗斯柴尔德家族,https://book.douban.com/subject/2081876/,"(
                    38629人评价
                )"
张爱玲 / 北京十月文艺出版社 / 2006-12 / 28.00元,"
                半生缘

                
              ",8.6,世钧，我们回不去了,https://book.douban.com/subject/1963684/,"(
                    34115人评价
                )"
匪我思存 / 新世界出版社 / 2007-2 / 20.00元,"
                佳期如梦

                
              ",8.0,玛丽苏成人童话,https://book.douban.com/subject/1962929/,"(
                    35562人评价
                )"
高木直子 / 洪俞君 / 大田 / 2004-12-1 / NT$220,"
                一個人住第5年

                
              ",8.4,独居生活之乐,https://book.douban.com/subject/1346815/,"(
                    34123人评价
                )"
[英] 乔治·奥威尔 / 刘绍铭 / 北京十月文艺出版社 / 2010-4-1 / 28.00元,"
                1984

                
              ",9.3,栗树荫下，我出卖你，你出卖我,https://book.douban.com/subject/4820710/,"(
                    31585人评价
                )"
[美] 奥德丽·尼芬格 / 夏金 / 人民文学出版社 / 2007-4 / 29.90元,"
                时间旅行者的妻子

                
              ",8.1,在时间的缝隙中穿行，然后相遇,https://book.douban.com/subject/2056749/,"(
                    34889人评价
                )"
安妮宝贝 / 中国社会科学出版社 / 2000-1 / 19.00,"
                告别薇安

                
              ",7.5,七月与安生,https://book.douban.com/subject/1016523/,"(
                    36964人评价
                )"
梁文道 / 广西师范大学出版社 / 2009-1 / 38.00,"
                常识

                
              ",8.1,献给这个常识稀缺的时代,https://book.douban.com/subject/3344676/,"(
                    34604人评价
                )"
菲茨杰拉德 / 姚乃强 / 人民文学出版社 / 2004-06 / 12.00元,"
                了不起的盖茨比

                
              ",8.3,梦，就像黛西家的那一缕绿光,https://book.douban.com/subject/1008988/,"(
                    33912人评价
                )"
[英] 阿加莎・克里斯蒂 / 祁阿红 / 人民文学出版社 / 2008-3 / 19.00,"
                无人生还

                
              ",8.9,童谣杀人案,https://book.douban.com/subject/3006581/,"(
                    32211人评价
                )"
桐华 / 民族出版社 / 2006-6 / 25.00元,"
                步步惊心

                
              ",8.1,现世太苦，不如穿越回去从头来过,https://book.douban.com/subject/1812439/,"(
                    34163人评价
                )"
安妮宝贝 / 南海出版公司 / 2004-1 / 20.00元,"
                二三事

                
              ",7.7,关于遗忘和记得的故事,https://book.douban.com/subject/1058234/,"(
                    35440人评价
                )"
余华 / 上海文艺出版社 / 2006-3 / 27.00元,"
                兄弟（下）

                
              ",7.5,失控边缘的下部，但谁说荒诞就是不真,https://book.douban.com/subject/1703544/,"(
                    36094人评价
                )"
蒋勋 / 广西师范大学出版社 / 2009-10-1 / 36.00元,"
                孤独六讲

                
              ",8.1,作为一种美学的孤独,https://book.douban.com/subject/4124727/,"(
                    33733人评价
                )"
王小波 / 上海锦绣文章出版社 / 2008-5 / 18.00元,"
                爱你就像爱生命

                
              ",8.8,王小波与李银河的两地书,https://book.douban.com/subject/3071717/,"(
                    31786人评价
                )"
鲍鲸鲸 / 中信出版社 / 2010-1 / 25.00元,"
                失恋33天

                
                  ",8.0,失恋是一种病，痊愈之后百毒不侵,https://book.douban.com/subject/4238754/,"(
                    33520人评价
                )"
三毛 / 北京十月文艺出版社 / 2011-1-7 / 24.00元,"
                撒哈拉的故事

                
              ",9.3,不枉来这世上走一遭,https://book.douban.com/subject/6710437/,"(
                    30144人评价
                )"
南派三叔 / 中国友谊出版公司 / 2007-4 / 26.80元,"
                盗墓笔记2

                
                  ",8.2,秦岭神树细思极恐,https://book.douban.com/subject/2057285/,"(
                    32749人评价
                )"
当年明月 / 中国友谊出版公司 / 2007-9 / 24.80,"
                明朝那些事儿（肆）

                
                  ",8.8,大明朝当真名士如云,https://book.douban.com/subject/2253642/,"(
                    30955人评价
                )"
饶雪漫 / 当代世界出版社 / 2006-2 / 22.00元,"
                左耳

                
              ",7.1,当时只道是寻常,https://book.douban.com/subject/1469051/,"(
                    36288人评价
                )"
金庸 / 广州出版社 花城出版社 / 2008-3 / 108.00元,"
                鹿鼎记（全五册）

                
              ",8.8,武侠的解构，流氓的狂欢,https://book.douban.com/subject/1212893/,"(
                    26994人评价
                )"
蔡崇达 / 天津人民出版社 / 2014-12-1 / 39.80元,"
                皮囊

                
              ",7.7,皮囊之下，骨肉相连,https://book.douban.com/subject/26278687/,"(
                    33778人评价
                )"
(法)古斯塔夫.勒庞 / 冯克利 / 中央编译出版社 / 1998-01 / 16.00元,"
                乌合之众

                
                  ",8.3,群氓心理剖析,https://book.douban.com/subject/1012611/,"(
                    32113人评价
                )"
[英] 乔治·奥威尔 / 荣如德 / 上海译文出版社 / 2007-3 / 10.00元,"
                动物农场

                
              ",9.2,太阳底下并无新事,https://book.douban.com/subject/2035179/,"(
                    29785人评价
                )"
[澳] 考琳·麦卡洛 / 曾胡 / 译林出版社 / 1998-7 / 28.00元,"
                荆棘鸟

                
              ",8.6,澳洲乱世情,https://book.douban.com/subject/1086249/,"(
                    30924人评价
                )"
郭敬明 / 上海译文出版社 / 2003-5 / 16.00元,"
                左手倒影，右手年华。

                
              ",6.7,明媚啊明媚,https://book.douban.com/subject/1006881/,"(
                    37421人评价
                )"
韩寒 / 上海人民出版社 / 2000-08 / 12.00,"
                零下一度

                
              ",7.2,青春期习作,https://book.douban.com/subject/1034108/,"(
                    35415人评价
                )"
韩寒 / 作家出版社 / 2002-1 / 16.00元,"
                像少年啦飞驰

                
              ",7.3,属于少年的日子飞驰而过,https://book.douban.com/subject/1009160/,"(
                    35003人评价
                )"
[美] 彼得·海斯勒 / 李雪顺 / 上海译文出版社 / 2011-1 / 33.00元,"
                寻路中国

                
                  ",9.0,中国在路上，非虚构写作所能达到的高度,https://book.douban.com/subject/5414391/,"(
                    29529人评价
                )"
七堇年 / 长江文艺出版社 / 2007-11 / 22.00元,"
                被窝是青春的坟墓

                
              ",7.8,“要有最朴素的生活，与最遥远的梦想“,https://book.douban.com/subject/2339950/,"(
                    32902人评价
                )"
廖信忠 / 重庆出版集团 / 2009-11 / 29.80元,"
                我们台湾这些年

                
                  ",7.4,平民视角下的台湾大事记,https://book.douban.com/subject/4113090/,"(
                    33975人评价
                )"
[日] 岩井俊二 / 张苓 / 天津人民出版社 / 2006-12 / 28.00元,"
                关于莉莉周的一切

                
              ",7.7,残酷青春的艰难呼吸,https://book.douban.com/subject/1926700/,"(
                    32620人评价
                )"
[日] 村上春树 / 施小炜 / 南海出版公司 / 2011-1 / 39.50元,"
                1Q84 BOOK 3

                
                  ",7.6,兜了一大圈，村上还是回归了他的小确幸,https://book.douban.com/subject/5502995/,"(
                    32357人评价
                )"
藤子・F・不二雄 / 碧日 / 吉林美术出版社 / 1999-12-01 / 8.00,"
                机器猫哆啦A梦23

                
              ",9.4,满满的回忆,https://book.douban.com/subject/1204889/,"(
                    27610人评价
                )"
[以色列]尤瓦尔·赫拉利 / 林俊宏 / 中信出版社 / 2014-11-1 / CNY 68.00,"
                人类简史

                
                  ",9.2,,https://book.douban.com/subject/25985021/,"(
                    28385人评价
                )"
七堇年 / 长江文艺出版社 / 2007-1 / 22.00元,"
                大地之灯

                
              ",8.2,两代人的成长与救赎,https://book.douban.com/subject/1963310/,"(
                    30154人评价
                )"
鲁迅 / 上海书店出版社 / 2003-7-1 / 14.50,"
                阿Q正传

                
              ",8.6,哀其不幸，怒其不争,https://book.douban.com/subject/1088065/,"(
                    28965人评价
                )"
[美] 欧·亨利 / 张经浩 / 上海社会科学院出版社 / 2003-7 / 25.00元,"
                麦琪的礼物

                
                  ",8.6,日常的奇迹,https://book.douban.com/subject/1051193/,"(
                    28975人评价
                )"
格林兄弟 / 魏以新 / 人民文学出版社 / 1994-11 / 21.45元,"
                格林童话全集

                
              ",8.9,许多隐晦,https://book.douban.com/subject/1043008/,"(
                    28215人评价
                )"
南派三叔 / 中国友谊出版公司 / 2007-11 / 26.80元,"
                盗墓笔记3

                
                  ",8.4,逼近死亡的云顶天宫之旅,https://book.douban.com/subject/2298149/,"(
                    29148人评价
                )"
当年明月 / 中国友谊出版公司 / 2008-3 / 28.80,"
                明朝那些事儿（伍）

                
                  ",8.8,内忧外患之际，你方唱罢我登场,https://book.douban.com/subject/3009821/,"(
                    28177人评价
                )"
大冰 / 湖南文艺出版社 / 2014-9-1 / 36.00元,"
                乖，摸摸头

                
              ",7.5,他人的生活总是比你的精彩,https://book.douban.com/subject/25984204/,"(
                    31163人评价
                )"
王小波 / 陕西师范大学出版社 / 2009-07-01 / 23.00元,"
                黄金时代

                
              ",8.8,永远生猛下去,https://book.douban.com/subject/1082406/,"(
                    28090人评价
                )"
张悦然 / 作家出版社 / 2005-1 / 19.00元,"
                水仙已乘鲤鱼去

                
              ",7.8,暴食与减肥的桥段印象深刻,https://book.douban.com/subject/1018153/,"(
                    30599人评价
                )"
老舍 / 人民文学出版社 / 2000-3-1 / 12.00,"
                骆驼祥子

                
              ",8.2,如骆驼喘息般深刻的绝望,https://book.douban.com/subject/1043815/,"(
                    29570人评价
                )"
[美] 雷蒙德·卡佛 / 小二 / 译林出版社 / 2010-1 / 22.00元,"
                当我们谈论爱情时我们在谈论什么

                
              ",7.8,疏离而断裂，生活的冷与干涩,https://book.douban.com/subject/4010969/,"(
                    30614人评价
                )"
阿来 / 人民文学出版社 / 1998-3-1 / 22.0,"
                尘埃落定

                
              ",8.4,一个傻子的土司家族传奇,https://book.douban.com/subject/1080309/,"(
                    28893人评价
                )"
林达 / 生活·读书·新知三联书店 / 1997-5 / 19.00元,"
                历史深处的忧虑

                
                  ",9.0,窥见美国社会的一扇窗,https://book.douban.com/subject/1027191/,"(
                    27351人评价
                )"
[美] 莫提默·J. 艾德勒 / 郝明义 / 商务印书馆 / 2004-1 / 38.00元,"
                如何阅读一本书

                
              ",8.5,读书的方法论,https://book.douban.com/subject/1013208/,"(
                    28534人评价
                )"
郭敬明 / 长江文艺出版社 / 2010-1 / 26.80元,"
                小时代2.0虚铜时代

                
              ",6.5,淳朴自贡少年十里洋场欲海翻波为哪般,https://book.douban.com/subject/4038164/,"(
                    34033人评价
                )"
尾田荣一郎 / 董科 / 浙江人民美术出版社 / 2007-11 / 7.5,"
                海贼王

                
                  ",9.5,热血，梦想，希望,https://book.douban.com/subject/1474773/,"(
                    25650人评价
                )"
笛安 / 长江文艺出版社 / 2010-7-1 / 26.80元,"
                东霓

                
              ",8.1,自毁而偏执的东霓,https://book.douban.com/subject/4874131/,"(
                    28665人评价
                )"
八月长安 / 新世界出版社 / 2009-12 / 39.80元,"
                你好，旧时光（上 下）

                
              ",8.8,原作名切题,https://book.douban.com/subject/4166819/,"(
                    27085人评价
                )"
张爱玲 / 哈尔滨出版社 / 2005年6月 / 13.5元,"
                金锁记

                
              ",8.5,曹七巧就像希克厉，一个扭曲的英雄,https://book.douban.com/subject/3017857/,"(
                    27841人评价
                )"
[美] 卡罗琳·帕克丝特 / 何致和 / 南海出版公司 / 2007-7 / 22.00元,"
                巴别塔之犬

                
              ",7.7,超越语言与生死的爱,https://book.douban.com/subject/2139305/,"(
                    29304人评价
                )"
桐华 / 江苏文艺出版社 / 2010-01 / 23.80元,"
                那些回不去的年少时光

                
              ",8.5,所有你曾热爱却正在遗忘的人和事,https://book.douban.com/subject/4231381/,"(
                    26891人评价
                )"
安东尼 / 长江文艺出版社 / 2010-10 / 28.80元,"
                橙

                
                  ",8.3,定做一个刻着“不过如此”的章，盖在封面上,https://book.douban.com/subject/5327697/,"(
                    27509人评价
                )"
[法] 雨果 / 李丹 / 人民文学出版社 / 1992-6 / 66.00元,"
                悲惨世界（上中下）

                
              ",8.9,现实主义与浪漫主义的至高杰作,https://book.douban.com/subject/1205054/,"(
                    26251人评价
                )"
南派三叔 / 中国友谊出版公司 / 2008-11 / 32.80元,"
                盗墓笔记4

                
                  ",8.4,蛇沼鬼城，坑越挖越多了,https://book.douban.com/subject/3266344/,"(
                    27108人评价
                )"
[德] 帕·聚斯金德 / 李清华 / 上海译文出版社 / 2005-5 / 20.00元,"
                香水

                
                  ",8.5,恋味癖谋杀案,https://book.douban.com/subject/1292416/,"(
                    26858人评价
                )"
龙应台 / 生活·读书·新知三联书店 / 2009-12-1 / 28.00元,"
                孩子你慢慢来

                
              ",8.8,我们现在怎样做母亲,https://book.douban.com/subject/4207781/,"(
                    26213人评价
                )"
三毛 / 北京十月文艺出版社 / 2007-6 / 28.00元,"
                梦里花落知多少

                
              ",8.8,哀而不伤,https://book.douban.com/subject/2070844/,"(
                    26016人评价
                )"
[英]克莱儿·麦克福尔 / 付强 / 百花洲文艺出版社 / 2015-6-1 / 36.00,"
                摆渡人

                
              ",6.8,,https://book.douban.com/subject/26356948/,"(
                    31318人评价
                )"
王小波 / 北方文艺出版社 / 2006-4 / 18.80元,"
                一只特立独行的猪

                
              ",8.8,生活就是个缓慢受锤的过程，至少还可以特立独行,https://book.douban.com/subject/1767945/,"(
                    25843人评价
                )"
[意大利]伊塔洛·卡尔维诺 / 张宓 / 译林出版社 / 2006-8 / 16.00元,"
                看不见的城市

                
              ",8.8,每一座城市都只在想象中耸立，又在描述中坍圮,https://book.douban.com/subject/1863930/,"(
                    25847人评价
                )"
[美] 沃尔特·艾萨克森 / 管延圻 / 中信出版社 / 2011-10-24 / 68.00元,"
                史蒂夫·乔布斯传

                
              ",8.7,完美主义者的最高形态,https://book.douban.com/subject/6798611/,"(
                    25887人评价
                )"
九夜茴 / 东方出版社 / 2008-1 / 29.00,"
                匆匆那年（上下）

                
              ",8.3,不悔梦归处 只恨太匆匆,https://book.douban.com/subject/2567919/,"(
                    26680人评价
                )"
王安忆 / 南海出版公司 / 2003-8 / 22.00元,"
                长恨歌

                
              ",8.2,现代上海史诗,https://book.douban.com/subject/1082349/,"(
                    26907人评价
                )"
孙睿 / 远方出版社 / 2004-1 / 19.50元,"
                草样年华

                
                  ",7.2,大学生活启蒙读物,https://book.douban.com/subject/1007334/,"(
                    29575人评价
                )"
章诒和 / 人民文学出版社 / 2004-1 / 35.00元,"
                往事并不如烟

                
              ",8.6,知识分子的命运浮沉,https://book.douban.com/subject/1059336/,"(
                    25843人评价
                )"
安妮宝贝 / 作家出版社 / 2002-8 / 18.00元,"
                蔷薇岛屿

                
              ",8.0,你们不会彼此遗忘。只会彼此消失,https://book.douban.com/subject/1063190/,"(
                    27244人评价
                )"
寂地 / 北方妇女儿童出版社 / 2004-10 / 20.00元,"
                我的路

                
              ",8.6,忧郁的温暖,https://book.douban.com/subject/1431836/,"(
                    25741人评价
                )"
东野圭吾 / 刘子倩 / 南海出版公司 / 2014-6 / 35.00元,"
                嫌疑人X的献身

                
              ",9.0,,https://book.douban.com/subject/25924253/,"(
                    25181人评价
                )"
张爱玲 / 北京十月文艺出版社 / 2006-12 / 29.80元,"
                倾城之恋

                
              ",8.7,棋逢对手，心照不宣,https://book.douban.com/subject/1985223/,"(
                    25391人评价
                )"
（美）鲁思・本尼迪克特 / 吕万和 / 商务印书馆 / 1990-6 / 16.00,"
                菊与刀

                
                  ",8.2,复杂矛盾的日本民族,https://book.douban.com/subject/1022238/,"(
                    26248人评价
                )"
刘慈欣 / 四川科学技术出版社 / 2005-6 / 22.00元,"
                球状闪电

                
              ",8.7,量子之外，没有真相,https://book.douban.com/subject/1192090/,"(
                    24999人评价
                )"
[印] 罗宾德拉纳德·泰戈尔 / 徐翰林 / 哈尔滨出版社 / 2004-6 / 16.80元,"
                飞鸟集

                
              ",8.8,淡泊，超脱,https://book.douban.com/subject/1058661/,"(
                    24710人评价
                )"
[美] 斯宾塞·约翰逊 / 吴立俊 / 中信出版社 / 2001-9 / 16.80元,"
                谁动了我的奶酪？

                
              ",7.2,鸡汤文始祖,https://book.douban.com/subject/1021056/,"(
                    28506人评价
                )"
【英】蕾秋·乔伊斯 / 黄妙瑜 / 北京联合出版公司 / 2013-9-1 / 32.80,"
                一个人的朝圣

                
              ",8.1,,https://book.douban.com/subject/24934182/,"(
                    26212人评价
                )"
沧月 / 北京十月文艺出版社 / 2006-10 / 25.00元,"
                七夜雪

                
              ",8.5,抵不过时间,https://book.douban.com/subject/1919201/,"(
                    25059人评价
                )"
九把刀 / 花山文艺出版社 / 2007-1 / 20.00元,"
                那些年，我们一起追的女孩

                
              ",8.2,那些年错过的大雨,https://book.douban.com/subject/1958227/,"(
                    25675人评价
                )"
舒仪 / 中国画报出版社 / 2009-3 / 23.80,"
                曾有一个人，爱我如生命

                
              ",7.6,一见嘉遇误终身,https://book.douban.com/subject/3506871/,"(
                    26976人评价
                )"
[英]毛姆 / 周煦良 / 上海译文出版社 / 2007-3 / 18.00,"
                刀锋

                
              ",9.0,,https://book.douban.com/subject/2035162/,"(
                    24108人评价
                )"
[日] 川端康成 / 叶渭渠 / 广西师范大学出版社 / 2002-2 / 23.80元,"
                伊豆的舞女

                
              ",8.1,静美又残酷，无限柔软的川端,https://book.douban.com/subject/1005521/,"(
                    25591人评价
                )"
[日] 村上春树 / 林少华 / 上海译文出版社 / 2002-12 / 23.00元,"
                世界尽头与冷酷仙境

                
              ",8.5,交叉平行蒙太奇,https://book.douban.com/subject/1291809/,"(
                    24668人评价
                )"
[英] 伊恩·麦克尤恩 / 潘帕 / 南京大学出版社 / 2010-2 / 22.00元,"
                最初的爱情 最后的仪式

                
              ",8.0,别被封面骗了,https://book.douban.com/subject/4011440/,"(
                    25782人评价
                )"
[法] 阿尔贝·加缪 / 柳鸣九 / 上海译文出版社 / 2010-9 / 22.00元,"
                局外人

                
              ",9.0,,https://book.douban.com/subject/4908885/,"(
                    23903人评价
                )"
[英] 奥斯丁 / 王科一 / 上海译文出版社 / 1996-12 / 11.00元,"
                傲慢与偏见

                
              ",9.0,百般曲折，终成眷属,https://book.douban.com/subject/1401841/,"(
                    23587人评价
                )"
[美] 丹.布朗 / 朱振武 / 人民文学出版社 / 2005-2 / 29.80元,"
                天使与魔鬼

                
              ",8.2,科学与宗教的大乱斗,https://book.douban.com/subject/1228110/,"(
                    25156人评价
                )"
李海鹏 / 文化艺术出版社 / 2010-6 / 25.00元,"
                佛祖在一号线

                
              ",8.2,嬉笑怒骂的常识分子,https://book.douban.com/subject/4872671/,"(
                    25059人评价
                )"
天下霸唱 / 安徽文艺出版社 / 2006-11 / 26.80元,"
                鬼吹灯之云南虫谷

                
              ",8.0,恐虫症慎入,https://book.douban.com/subject/1926103/,"(
                    25407人评价
                )"
[澳] 朗达·拜恩 / 谢明宪 / 中国城市出版社 / 2008-11 / 32.00,"
                秘密

                
              ",7.3,吸引力法则,https://book.douban.com/subject/3266968/,"(
                    27092人评价
                )"
当年明月 / 中国海关出版社 / 2009年 / 29.80元,"
                明朝那些事儿（柒）：大结局

                
              ",9.0,大明崇祯万万年,https://book.douban.com/subject/3626924/,"(
                    23410人评价
                )"
李笑来 / 电子工业出版社 / 2009-6 / 32.00元,"
                把时间当作朋友

                
                  ",8.5,,https://book.douban.com/subject/3609132/,"(
                    24323人评价
                )"
李可 / 陕西师范大学出版社 / 2009-1 / 28.00,"
                杜拉拉2华年似水

                
                  ",7.3,杜拉拉跳槽记,https://book.douban.com/subject/3323987/,"(
                    27065人评价
                )"
hans / 上海锦绣文章出版社 / 2009-1 / 36.80元,"
                阿狸·梦之城堡

                
              ",9.0,治愈,https://book.douban.com/subject/3554154/,"(
                    23282人评价
                )"
古典 / 中国书店 / 2010-9 / 29.80元,"
                拆掉思维里的墙

                
                  ",7.9,解放思想，实事求是,https://book.douban.com/subject/4953695/,"(
                    25515人评价
                )"
落落 / 长江文艺出版社 / 2007-12 / 22.00,"
                不朽

                
              ",7.6,所有须臾，化为不朽,https://book.douban.com/subject/2382705/,"(
                    26167人评价
                )"
金庸 / 三联书店 / 1999-04 / 0,"
                倚天屠龙记(共四册)

                
              ",8.5,不识张郎是张郎,https://book.douban.com/subject/1070851/,"(
                    24120人评价
                )"
当年明月 / 中国海关出版社 / 2008-11 / 28.80,"
                明朝那些事儿（陆）

                
                  ",8.9,党争不息，西山日薄,https://book.douban.com/subject/3274113/,"(
                    23409人评价
                )"
